,start_pos,n_gram_size,word,vicinity,context,level,source_file
1727,895609,5,ловко,мявтн_ЛОВКО_спнно,"люблю, отстань, волчонок! -- крикнула она, сбоку посмотрев на него.
   Он хотел было загрести ее за ",word,rus_fiction_goncharov_obryv_1869_roman.txt
1728,917270,5,серое,одерб_СЕРОЕ_днппп,"сама его руку, опиралась ему доверчиво на плечо, позволяла переносить себя через лужиидаже, шаля, ер",word,rus_fiction_goncharov_obryv_1869_roman.txt
1729,978430,5,тоном,узмсо_ТОНОМ_гпоош,"тихо.
   Он не оглядывался.
   -- Марк! -- громче повторила она.
   Он шел.
   -- Марк! -- кликнула ",word,rus_fiction_goncharov_obryv_1869_roman.txt
1730,1014338,5,пусти,лдннэ_ПУСТИ_опосо,"пассивный ум, способность таиться, избегать опасности, прятаться от силы, от угнетения"".
   ""Такой у",word,rus_fiction_goncharov_obryv_1869_roman.txt
1731,1044240,5,осени,тлзжч_ОСЕНИ_етввс,"он смыслит! Есть надежда... или...
   -- Еслииесть, то во всяком случае не теперь, -- сказал Райский",word,rus_fiction_goncharov_obryv_1869_roman.txt
1732,1094154,5,богов,козео_БОГОВ_сосжи,"болезни, от грубой обиды, вырвать, с опасностью собственной жизни, из огня: но что она сделаетвтакой",word,rus_fiction_goncharov_obryv_1869_roman.txt
1733,1099991,5,сенях,нгзжм_СЕНЯХ_зтмяк,"спрашиваете?
   -- Есть неверующие, я хотел знать твое мнение...
   -- Явэтом, кажется, не скрывалас",word,rus_fiction_goncharov_obryv_1869_roman.txt
1734,1161541,5,оперу,гяумд_ОПЕРУ_опдпв,"Он пустил ее, рукиунего упали, он перевел дух. Потом взглянул на нее пристально, как будто только се",word,rus_fiction_goncharov_obryv_1869_roman.txt
1735,1172278,5,обоим,тчзвф_ОБОИМ_носмт,"Она боялась открывать их, медлила, наконец открыта самый маленький.
   Там -- перстеньсодним только ",word,rus_fiction_goncharov_obryv_1869_roman.txt
1736,1176362,5,песку,иоонв_ПЕСКУ_ппобб,"помимо ее сознанияиволи. Косауней упаласголовыирассыпалась по подушке. Она была бледнаиспала, как ме",word,rus_fiction_goncharov_obryv_1869_roman.txt
1737,1177217,5,крики,одвмс_КРИКИ_нивов,"как радуга, и красотой, и нарядом, и весельем. Она взглянулаивдруг остановилась.
   -- Чтостобой, Ве",word,rus_fiction_goncharov_obryv_1869_roman.txt
1738,1180947,5,негде,моовр_НЕГДЕ_свдпн,"на его глазах драмы.
   Ему снилось все другое, противоположное. Никаких ""волн поэзии"" не видал он, ",word,rus_fiction_goncharov_obryv_1869_roman.txt
1739,1184528,5,слову,чевжс_СЛОВУ_оэлоэ,"самоотвержение, любовь.
   Он, в умилении от этой ласки, от этого неожиданного, теплого ты, взглянул",word,rus_fiction_goncharov_obryv_1869_roman.txt
1740,1202428,5,сосет,лочше_СОСЕТ_вдчол,"совесть. -- Он ставит ее так высоко, думает, что она лучше всехвцелом свете! Теперь она молча будет ",word,rus_fiction_goncharov_obryv_1869_roman.txt
1741,1204939,5,вздор,озеви_ВЗДОР_опудм,"вдругунего захватило дух от радости. ""Она проницательна, угадала давно мою тайнуиразделяет чувство..",word,rus_fiction_goncharov_obryv_1869_roman.txt
1742,1211213,5,совет,мднвв_СОВЕТ_орпву,"спросил он, все еще трясясь от раздражения.
   -- Прежде всего успокойтесьискажите, за что вы хотите",word,rus_fiction_goncharov_obryv_1869_roman.txt
1743,1277163,5,волос,чэбтм_ВОЛОС_нсств,"входившая осторожносручной лампой. Она спустиласплеча на стул салопишла тихокпостели, в белом капоте",word,rus_fiction_goncharov_obryv_1869_roman.txt
1744,1309807,5,умник,ндпат_УМНИК_нинап,"Убеждений мы невсилах изменить, как невсилах изменить натуру, а притворяться не сможем оба. Это не л",word,rus_fiction_goncharov_obryv_1869_roman.txt
1745,1332102,6,ночном,чвнссм_НОЧНОМ_окчсив,"на одном чувстве, на одном моменте.
   Она куталасьвплед, чтоб согреться, и взглядывала по временам ",word,rus_fiction_goncharov_obryv_1869_roman.txt
1746,1360994,5,всеми,ечнмн_ВСЕМИ_орбуд,"впереди, с его миросозерцанием, -- и они разошлись бы, уважая друг друга. А она отсылает его -- несу",word,rus_fiction_goncharov_obryv_1869_roman.txt
1747,1367796,5,снова,фэзно_СНОВА_октнд,"сознания, не от воли, а от какого-то нерва (должно быть, самого глупого, думал Райский, отправляющег",word,rus_fiction_goncharov_obryv_1869_roman.txt
1748,1369010,5,скрип,бскос_СКРИП_гжвру,"с кем работал, или просто говорил, жил вместе, Райский удивлялся до наивности какие-то наружно будто",word,rus_fiction_goncharov_obryv_1869_roman.txt
1749,1381348,5,собор,дккпр_СОБОР_ринсл,"Сама она была очевидно расстроена. Райский испугался.
   -- Не случилось ли чего-нибудь неприятного,",word,rus_fiction_goncharov_obryv_1869_roman.txt
1750,1393561,5,донос,уптма_ДОНОС_спдкб,"дело обыкновенно начинаетсясстарого обычая, с старых правил, дассправкиотом, как было, да что скажут",word,rus_fiction_goncharov_obryv_1869_roman.txt
1751,1397343,6,спором,восоян_СПОРОМ_яуопвз,"силу поворотил. Оставим речь обо мне, я удалился от предмета. Вы звали меня, чтоб сообщить мнеосплет",word,rus_fiction_goncharov_obryv_1869_roman.txt
1752,1332102,6,ночном,чвнссм_НОЧНОМ_окчсив,"на одном чувстве, на одном моменте.
   Она куталасьвплед, чтоб согреться, и взглядывала по временам ",word,rus_fiction_goncharov_obryv_1869_roman.txt
1753,1397343,6,спором,восоян_СПОРОМ_яуопвз,"силу поворотил. Оставим речь обо мне, я удалился от предмета. Вы звали меня, чтоб сообщить мнеосплет",word,rus_fiction_goncharov_obryv_1869_roman.txt
1754,65303,5,водки,зпгко_ВОДКИ_анкнп,"вид! Один домсостроконечной крышейиспалисадничком из акаций. На крыше надстройка, приют голубей, -- ",word,rus_fiction_goncharov_obyknovennaya-istoriya_1848_roman.txt
1755,69447,5,висит,прзес_ВИСИТ_вепдз,"веселоилегко. И суматоха, и толпа -- всевглазах его получило другое значение. Замелькали опять надеж",word,rus_fiction_goncharov_obyknovennaya-istoriya_1848_roman.txt
1756,71473,5,пивом,трэмс_ПИВОМ_знпсе,"Петр Иваныч. -- Вот один мой знакомый недавно приехал сюда, ему тоже надоеловдеревне; он хочет польз",word,rus_fiction_goncharov_obyknovennaya-istoriya_1848_roman.txt
1757,149402,5,патер,шипмг_ПАТЕР_уснгл,"продолжал Александр, -- так ее рассматриватьвваше уменьшительное стекло?
   -- Нет, грустьвувеличите",word,rus_fiction_goncharov_obyknovennaya-istoriya_1848_roman.txt
1758,160894,5,видна,пбвчч_ВИДНА_честт,"вышел из департамента, -- начал Адуев, -- час ехал сюда...
   -- Так тогда было бы пять, а теперь ше",word,rus_fiction_goncharov_obyknovennaya-istoriya_1848_roman.txt
1759,170305,5,данте,ммпсн_ДАНТЕ_дпмше,"двор, а ноги такитянули еговоткрытую дверь. Потом медленными шагами, едва удерживаясь, чтоб не ринут",word,rus_fiction_goncharov_obyknovennaya-istoriya_1848_roman.txt
1760,178714,5,поход,хвооа_ПОХОД_ткнос,"простокваша очень хороша, особенно для того, кто не обедал.
   Счастье одушевило ее. Щеки ее пылали,",word,rus_fiction_goncharov_obyknovennaya-istoriya_1848_roman.txt
1761,205347,5,сосуд,скнот_СОСУД_ттявс,"спросил он, стараясь улыбнуться.
   -- Да, так-такииговорититоропит. Я ведь строга, даром что смотрю",word,rus_fiction_goncharov_obyknovennaya-istoriya_1848_roman.txt
1762,225154,5,паоло,нсмях_ПАОЛО_онппв,"поговоритьсНадеждой Александровной о... литературе, -- отвечал он.
   -- Ну, поговорите, поговорите:",word,rus_fiction_goncharov_obyknovennaya-istoriya_1848_roman.txt
1763,292019,5,вопли,сдвпя_ВОПЛИ_свкрб,"виноват один. Поверить людям, искать симпатии -- в ком? рассыпать бисер -- перед кем! Кругом низость",word,rus_fiction_goncharov_obyknovennaya-istoriya_1848_roman.txt
1764,295142,5,скуки,пвноо_СКУКИ_оознк,"страшная клятва, удар кинжала!..""
   И он опять засмеялся.
   -- Ну-ка, прочтиолюбви, -- продолжал о",word,rus_fiction_goncharov_obyknovennaya-istoriya_1848_roman.txt
1765,353591,5,особо,дсппн_ОСОБО_евусс,"о смерти -- она бледнела. От ее взгляда ускользала светлая сторона жизни. В саду, в роще она выбирал",word,rus_fiction_goncharov_obyknovennaya-istoriya_1848_roman.txt
1766,353591,6,особое,кдсппн_ОСОБОЕ_вуссжв,"о смерти -- она бледнела. От ее взгляда ускользала светлая сторона жизни. В саду, в роще она выбирал",word,rus_fiction_goncharov_obyknovennaya-istoriya_1848_roman.txt
1767,360522,5,гулял,гкдгс_ГУЛЯЛ_ссявн,"говорит, у людей..."" -- ""Я лучшеусамого спрошу"", сказал я... Ведь неправда?
   -- Я несколько раз...",word,rus_fiction_goncharov_obyknovennaya-istoriya_1848_roman.txt
1768,361523,5,почту,орвум_ПОЧТУ_бпуну,"продолжал он, -- что ты уж будтоивлюблен по ушивТафаеву. ""Нет, уж извини, говорюяему, вот это неправ",word,rus_fiction_goncharov_obyknovennaya-istoriya_1848_roman.txt
1769,380437,5,виден,пивкю_ВИДЕН_пшвсп,"вышла из детства, ее на первом шагу встретила самая печальная действительность -- обыкновенный муж. ",word,rus_fiction_goncharov_obyknovennaya-istoriya_1848_roman.txt
1770,386433,5,подав,нтцсс_ПОДАВ_звмпк,"портятся от дыму. А вот здесь, в маленьком пассаже, который ведет из будущего вашего кабинетавспальн",word,rus_fiction_goncharov_obyknovennaya-istoriya_1848_roman.txt
1771,397346,5,часов,овннп_ЧАСОВ_ппдон,"Чтосвами, Александр? -- спросила онасбеспокойством.
   ""Вот пристала! почемязнаю?"" -- думал он, но м",word,rus_fiction_goncharov_obyknovennaya-istoriya_1848_roman.txt
1772,397710,5,тоске,чмдао_ТОСКЕ_оосзф,"толкуетолюбви, о супружестве. Как ее образумить?""
   Она села за фортепианоисыграла несколько любимы",word,rus_fiction_goncharov_obyknovennaya-istoriya_1848_roman.txt
1773,428898,5,вагон,нчебл_ВАГОН_мрвао,"выше... а гдеикак -- он не мог решить. В авторстве он ошибся. ""Что же делать, что начать?"" -- спраши",word,rus_fiction_goncharov_obyknovennaya-istoriya_1848_roman.txt
1774,458564,5,повез,пернм_ПОВЕЗ_ртвев,"приттивсебя. Он взял ее за рукуижадно, такжесволнением, вглядывался ейвлицо.
   -- Вы похудели! -- с",word,rus_fiction_goncharov_obyknovennaya-istoriya_1848_roman.txt
1775,459110,6,взоров,сопооп_ВЗОРОВ_вснурб,"вдруг заговорила она, робко оглядываясь во все стороны, -- не уезжайте, ради бога, не уезжайте! я ва",word,rus_fiction_goncharov_obyknovennaya-istoriya_1848_roman.txt
1776,464632,5,злобу,гпсзв_ЗЛОБУ_апдпр,"запрошлом лете один барочникитак упал.
   Александр пошел домой, придерживаясь рукой за сердце. Он п",word,rus_fiction_goncharov_obyknovennaya-istoriya_1848_roman.txt
1777,470288,5,сунул,буркб_СУНУЛ_иивпк,"страсти; ухо не успевало ловить их -- и вдруг прервались, как точноуинструмента не стало более ни си",word,rus_fiction_goncharov_obyknovennaya-istoriya_1848_roman.txt
1778,495223,5,спора,фгокг_СПОРА_дппис,"стоило приезжать! осрамил род Адуевых!
   -- Да полно, Петр Иваныч, -- сказала Лизавета Александровн",word,rus_fiction_goncharov_obyknovennaya-istoriya_1848_roman.txt
1779,496169,6,плачет,иппитв_ПЛАЧЕТ_нэминз,"продолжала Лизавета Александровна, -- чтоувас есть теткаидруг.
   -- Ну, этого, милая, ивдеревне не ",word,rus_fiction_goncharov_obyknovennaya-istoriya_1848_roman.txt
1780,498566,5,стати,осбсл_СТАТИ_ипбкс,"сверкавших то алмазными, то изумрудными искрамивводе. Плакучие березы купаливозере свои ветви, и кое",word,rus_fiction_goncharov_obyknovennaya-istoriya_1848_roman.txt
1781,498803,5,ловок,лнсни_ЛОВОК_боогт,"легкие облака; вдруг оно как будто отвернется от Грачей; тогдаиозеро, и роща, и село -- все мгновенн",word,rus_fiction_goncharov_obyknovennaya-istoriya_1848_roman.txt
1782,539774,5,песни,ропип_ПЕСНИ_опвнд,"погружаешь еговбездонную синеву неба"".
   Иногда он переходилкокну, выходившему на дворина улицувсел",word,rus_fiction_goncharov_obyknovennaya-istoriya_1848_roman.txt
1783,558895,5,спине,нусвб_СПИНЕ_оанпп,"сказал Петр Иваныч.
   -- Нездоровье ее отрицательное, а не положительное, -- продолжал доктор. -- Б",word,rus_fiction_goncharov_obyknovennaya-istoriya_1848_roman.txt
1784,575112,5,петин,кезрт_ПЕТИН_фрбдн,"пальцы ее точно играли на фортепьяновмоей руке... будто дрожали.
   -- Ничего не сказала! -- заметил",word,rus_fiction_goncharov_obyknovennaya-istoriya_1848_roman.txt
1785,353591,6,особое,кдсппн_ОСОБОЕ_вуссжв,"о смерти -- она бледнела. От ее взгляда ускользала светлая сторона жизни. В саду, в роще она выбирал",word,rus_fiction_goncharov_obyknovennaya-istoriya_1848_roman.txt
1786,459110,6,взоров,сопооп_ВЗОРОВ_вснурб,"вдруг заговорила она, робко оглядываясь во все стороны, -- не уезжайте, ради бога, не уезжайте! я ва",word,rus_fiction_goncharov_obyknovennaya-istoriya_1848_roman.txt
1787,496169,6,плачет,иппитв_ПЛАЧЕТ_нэминз,"продолжала Лизавета Александровна, -- чтоувас есть теткаидруг.
   -- Ну, этого, милая, ивдеревне не ",word,rus_fiction_goncharov_obyknovennaya-istoriya_1848_roman.txt
1788,3799,5,крики,дрчоч_КРИКИ_внррб,"князей Ратских из курской их вотчины на реке Рати; былукнязя Георгия приказчиком, а, по воле, отошёл",word,rus_fiction_gorky_delo-artamonovikh_1925_roman.txt
1789,12316,5,велит,пвчрз_ВЕЛИТ_пуггс,"воду её ложились их тени, Помялов указывал:
   -- Глядите, глядите, -- стень-то какаяугорбатого!
   ",word,rus_fiction_gorky_delo-artamonovikh_1925_roman.txt
1790,36828,5,какие,збмтн_КАКИЕ_ккпов,"курята, а -- куряне! И -- ещё кто кого перепляшет! Олёша!
   Весь сияющий, точно лаком покрытый, Але",word,rus_fiction_gorky_delo-artamonovikh_1925_roman.txt
1791,119015,5,точно,мпчбч_ТОЧНО_ннпин,"то очень чужое, неясное, он незаметно, недоверчиво присматривалсякнему, и недоверие всё возрастало.
",word,rus_fiction_gorky_delo-artamonovikh_1925_roman.txt
1792,157372,5,водку,глплт_ВОДКУ_ситжв,"вздулось; она дышала, как уставшая собака, и так же высовывала опухший, изжёванный язык, хватала вол",word,rus_fiction_gorky_delo-artamonovikh_1925_roman.txt
1793,207458,5,лепет,оччпн_ЛЕПЕТ_жвдав,"любит его, платил ему тем же.
   В доме Алексея всё было несерьёзно, несолидно; Артамонов старший ви",word,rus_fiction_gorky_delo-artamonovikh_1925_roman.txt
1794,214742,5,навек,чдбиу_НАВЕК_тноос,"неприязнь Артамоновакдворнику, внушали ему какие-то неясные опасения. Он спрашивал сына:
   -- Чем т",word,rus_fiction_gorky_delo-artamonovikh_1925_roman.txt
1795,215131,5,тонко,тссвк_ТОНКО_вкиср,"то особенные надежды; когда он видел, как Илья, сунув рукивкарманы, посвистывая тихонько, смотрит из",word,rus_fiction_gorky_delo-artamonovikh_1925_roman.txt
1796,254202,5,пункт,дннэд_ПУНКТ_лрнэи,"попов, учителей, ну -- кого там? Лекарей разных, начальства. Это им наблюдать, чтобы народ не портил",word,rus_fiction_gorky_delo-artamonovikh_1925_roman.txt
1797,302855,5,стоит,окотн_СТОИТ_опивб,"сквозь туманвголовеиусталость отравленного, измотанного тела, он, присматриваяськбрату, испытывал вс",word,rus_fiction_gorky_delo-artamonovikh_1925_roman.txt
1798,346235,5,редко,свбви_РЕДКО_кпннп,"ресницы её дрогнули, когда она кивнула пышноволосой, ничем не покрытой головой. Артамонов пожалел её",word,rus_fiction_gorky_delo-artamonovikh_1925_roman.txt
1799,359193,5,нечто,нзств_НЕЧТО_лнрун,"ней есть что-то очень лёгкое, не русское; у неё милая рожица подростка-мальчишки; пухлые губы, задор",word,rus_fiction_gorky_delo-artamonovikh_1925_roman.txt
1800,369587,5,песня,ивоус_ПЕСНЯ_впсхэ,"поразившие его своей неожиданностью:
   -- Я вам прямо скажу, хотя это -- секрет, -- говорил Носков,",word,rus_fiction_gorky_delo-artamonovikh_1925_roman.txt
1801,381994,5,окном,оспдс_ОКНОМ_овгрн,"окно, как нищий, ожидая милостыни. Ольга возвышенным голосом рассказывала Наталье, глядявнебо:
   --",word,rus_fiction_gorky_delo-artamonovikh_1925_roman.txt
1802,383740,5,видом,гесмп_ВИДОМ_сенид,"Вышел из дома отец, мать сказала ему:
   -- Никите Ильичу депешу бы послать, Тихон знает, где он.
  ",word,rus_fiction_gorky_delo-artamonovikh_1925_roman.txt
1803,395360,5,пером,нмтну_ПЕРОМ_ждбас,"прервал его речь:
   -- От машин жить дорожеишуму больше.
   Артамонов старший отмахнулся от негоиме",word,rus_fiction_gorky_delo-artamonovikh_1925_roman.txt
1804,12683,5,росло,мктди_РОСЛО_взссо,"разбойниках, о святых людях, о всяком зверьеинечистой силе.
   Сказки она сказывает тихо, таинственн",word,rus_fiction_gorky_detstvo_1914_roman.txt
1805,50188,6,способ,кммбпм_СПОСОБ_тлмсоб,"сказал прямовухо, обращаясь словноквзрослому:
   -- Отца бы твоего, Лексей Максимыч, сюда, -- он бы ",word,rus_fiction_gorky_detstvo_1914_roman.txt
1806,50929,5,васин,гиппк_ВАСИН_знкяп,"вскрикивая:
   -- А смейтесь, ино, на здоровье! Ну-ка, Яша, перетряхни музыку-то!
   Дядя весь вскин",word,rus_fiction_gorky_detstvo_1914_roman.txt
1807,92154,5,домов,пуиду_ДОМОВ_квбпд,"Дверь очень медленно открылась, в комнату вползла бабушка, притворила дверь плечом, прислониласькней",word,rus_fiction_gorky_detstvo_1914_roman.txt
1808,98160,5,набок,дзсбн_НАБОК_дбнтб,"ну... А была она калашницаизлой души баба, не тем будь помянута... Эхма, что нам про злых вспоминать",word,rus_fiction_gorky_detstvo_1914_roman.txt
1809,126149,5,особу,жврвс_ОСОБУ_пкнпз,"окнаина стол около бабушки упала половинка кирпича.
   -- Не попал! -- завыл дедизасмеялся или запла",word,rus_fiction_gorky_detstvo_1914_roman.txt
1810,160043,5,пивом,дбсхи_ПИВОМ_лсвсж,"про Ивана-воинаиМирона-отшельника; мерно лились сочные, веские слова:
   
   Жил-был злой воевода Го",word,rus_fiction_gorky_detstvo_1914_roman.txt
1811,167747,5,летит,зодпт_ЛЕТИТ_окппс,"ласкают её, тревожат, и тут она кипит, плавится, принимая свою форму на всю жизнь, тут создаётся её ",word,rus_fiction_gorky_detstvo_1914_roman.txt
1812,208583,5,донос,чнонв_ДОНОС_пнмвб,"досаду; охотникябыл не очень страстный, процесс нравился мне всегда больше, чем результат; я любил с",word,rus_fiction_gorky_detstvo_1914_roman.txt
1813,239060,5,скоро,умаяс_СКОРО_стпнм,"слушать, как они, рядом, охают, стонутиворчат, точно передвигаясместа на место непосильные тяжести.
",word,rus_fiction_gorky_detstvo_1914_roman.txt
1814,247905,5,сумма,педнб_СУММА_олсмн,"смущённые упрямым молчанием мальчика, а он лежал со мною на полатях, задрав ноги, шаркая подошвами п",word,rus_fiction_gorky_detstvo_1914_roman.txt
1815,258309,5,молчи,нтбтн_МОЛЧИ_доовд,"мастер один, лихой человек, и давно он обо всём догадалсяиприглядывал за нами. Вот, обрядилаядоченьк",word,rus_fiction_gorky_detstvo_1914_roman.txt
1816,302511,5,полна,понвн_ПОЛНА_япезэ,"Песков, опятьутебясобуви луза натекла-а!
   Я платил ему за это диким озорством: однажды достал поло",word,rus_fiction_gorky_detstvo_1914_roman.txt
1817,302511,6,полная,упонвн_ПОЛНАЯ_пезэдо,"Песков, опятьутебясобуви луза натекла-а!
   Я платил ему за это диким озорством: однажды достал поло",word,rus_fiction_gorky_detstvo_1914_roman.txt
1818,308140,5,точки,ябовк_ТОЧКИ_дкурк,"то особенное чувство кипеловгруди, и даже, -- когда учитель, распустив класс, оставил меняистал гово",word,rus_fiction_gorky_detstvo_1914_roman.txt
1819,50188,6,способ,кммбпм_СПОСОБ_тлмсоб,"сказал прямовухо, обращаясь словноквзрослому:
   -- Отца бы твоего, Лексей Максимыч, сюда, -- он бы ",word,rus_fiction_gorky_detstvo_1914_roman.txt
1820,302511,6,полная,упонвн_ПОЛНАЯ_пезэдо,"Песков, опятьутебясобуви луза натекла-а!
   Я платил ему за это диким озорством: однажды достал поло",word,rus_fiction_gorky_detstvo_1914_roman.txt
1821,13286,5,плечо,боиоп_ПЛЕЧО_тзсие,"по лицу ее, что она тоже -- зверь сильный и, если захочет, -- не допустит его до себя, хоть до смерт",word,rus_fiction_gorky_foma-gordeev_1899_roman.txt
1822,17389,5,ворон,еофте_ВОРОН_мпкпр,"выросла, опьяненный радостью, он нелепо метался по комнате, потирал руки и, бросая на образа умиленн",word,rus_fiction_gorky_foma-gordeev_1899_roman.txt
1823,17868,5,ответ,бтжтт_ОТВЕТ_нсипп,осторожнее тискай... Ведьунего ещеикостей-то нет... -- сказал Игнат повитухе просительноивполголоса.,word,rus_fiction_gorky_foma-gordeev_1899_roman.txt
1824,19168,6,прочту,жонспб_ПРОЧТУ_генонн,"плачущим ребенком, она что-то убедительно говорила ему, но он ничего не слышалине мог оторвать своих",word,rus_fiction_gorky_foma-gordeev_1899_roman.txt
1825,42822,5,снова,нпотч_СНОВА_кпгтф,"слышалонем. Но однажды, в Астрахани, когда пароход грузился топливом, Фома услыхал голос Петровича, ",word,rus_fiction_gorky_foma-gordeev_1899_roman.txt
1826,65639,5,свежо,лватш_СВЕЖО_плибж,"своего вязанья. Его ждали обедать, приготовили любимые им блюдаитотчас же, как только он разделся, у",word,rus_fiction_gorky_foma-gordeev_1899_roman.txt
1827,89273,5,ответ,осттп_ОТВЕТ_дбнбр,"Отец терпеливоиосторожно вводил еговкруг торговых дел, бралссобой на биржу, рассказываловзятых поста",word,rus_fiction_gorky_foma-gordeev_1899_roman.txt
1828,147836,5,рабов,птптс_РАБОВ_цподж,рублей... а бывает онивыше всяких цен... Пущен онвобращениеидолжен для жизни проценты принести. Жизн,word,rus_fiction_gorky_foma-gordeev_1899_roman.txt
1829,169971,6,колдун,чвоэнл_КОЛДУН_зкоптн,"категорически объявила Люба.
   -- Да ужятам не знаю, кто они по-твоему, но только видно сразу -- ме",word,rus_fiction_gorky_foma-gordeev_1899_roman.txt
1830,185896,5,ревом,уиозв_РЕВОМ_мвтзл,"рту его вызвалиуФомы острую мысль: ""Многих, видно, ты загрыз...""
   -- Лучше-то ничего нет? Тут -- в",word,rus_fiction_gorky_foma-gordeev_1899_roman.txt
1831,193527,5,спину,звфус_СПИНУ_ячннп,"себе противореча. -- Ияот них учусь... Я что? Нивдудку, ни поплясать... Чему меня учили? А там обо в",word,rus_fiction_gorky_foma-gordeev_1899_roman.txt
1832,207391,5,седло,тосмб_СЕДЛО_езктж,"сопротивляться ей... Даимогут ли? О, еслибвы знали, как тяжело жить... Человек доходит до того, что ",word,rus_fiction_gorky_foma-gordeev_1899_roman.txt
1833,209990,5,навек,кчнеж_НАВЕК_тчвэв,"нет... А вы еще какое-то чудовище выдумали... это вы -- для отвода глаз, для оправдания себя... Наба",word,rus_fiction_gorky_foma-gordeev_1899_roman.txt
1834,214156,5,успев,сзннн_УСПЕВ_лмэнс,"удобных слов... Потом ему вспомнилась Люба Маякина. Эта, наверное, сама бы первая заговорила, какими",word,rus_fiction_gorky_foma-gordeev_1899_roman.txt
1835,257651,5,кости,пбхби_КОСТИ_невти,"когда он стоял, то икры ног его вздрагивали, точно им противно было поддерживать хилое тело, одетоев",word,rus_fiction_gorky_foma-gordeev_1899_roman.txt
1836,265555,5,песок,нпетг_ПЕСОК_оковж,"прямовухо ему слова, от которых он краснелисмущался, они возбуждаливнем желание обнять эту женщинуиц",word,rus_fiction_gorky_foma-gordeev_1899_roman.txt
1837,280425,5,велел,нклвр_ВЕЛЕЛ_вригс,"возлюбленных ею людей; ее лицо вспыхнуло румянцем, и глаза смотрели на отцастаким чувством, точно он",word,rus_fiction_gorky_foma-gordeev_1899_roman.txt
1838,341718,5,патер,отслт_ПАТЕР_хмвдг,"положено, а ты его разрушить хочешь? Мы все должны где дружно стеной, где осторожно, гуськом, один з",word,rus_fiction_gorky_foma-gordeev_1899_roman.txt
1839,359962,5,благо,согик_БЛАГО_эугпл,"бы лучами, а глаза от этого уходили глубже под лоб...
   -- Н-да, я, брат, кое-что видел... -- загов",word,rus_fiction_gorky_foma-gordeev_1899_roman.txt
1840,435527,5,висит,тплмо_ВИСИТ_жучтн,"всталивышел из столовой. И тотчас же услыхал, что Тарас негромко спросил сеструочем-то.
   ""Про меня",word,rus_fiction_gorky_foma-gordeev_1899_roman.txt
1841,439410,5,виден,нучоп_ВИДЕН_хивоп,"вон из дома. Ему не хотелось идтиксебе, в огромный пустой дом, где каждый шаг его будил звучное эхо,",word,rus_fiction_gorky_foma-gordeev_1899_roman.txt
1842,448547,5,низок,тнмум_НИЗОК_внжвв,нервы... Извольте завтра очистить квартиру... Вы невпустыне живете -- вокруг вас -- люди!.. Всем люд,word,rus_fiction_gorky_foma-gordeev_1899_roman.txt
1843,469139,6,покров,тжслгб_ПОКРОВ_гвсзир,"правильнееисвежее обрюзглых, красных рож. Он выпятил грудь вперед, стиснул зубы и, распахнув полы сю",word,rus_fiction_gorky_foma-gordeev_1899_roman.txt
1844,483052,5,пятно,сбсбт_ПЯТНО_явфнн,"правда, Яков Тарасович: невуме он...
   -- Я? -- воскликнул Фома.
   Но на него не обратили внимания",word,rus_fiction_gorky_foma-gordeev_1899_roman.txt
1845,19168,6,прочту,жонспб_ПРОЧТУ_генонн,"плачущим ребенком, она что-то убедительно говорила ему, но он ничего не слышалине мог оторвать своих",word,rus_fiction_gorky_foma-gordeev_1899_roman.txt
1846,169971,6,колдун,чвоэнл_КОЛДУН_зкоптн,"категорически объявила Люба.
   -- Да ужятам не знаю, кто они по-твоему, но только видно сразу -- ме",word,rus_fiction_gorky_foma-gordeev_1899_roman.txt
1847,469139,6,покров,тжслгб_ПОКРОВ_гвсзир,"правильнееисвежее обрюзглых, красных рож. Он выпятил грудь вперед, стиснул зубы и, распахнув полы сю",word,rus_fiction_gorky_foma-gordeev_1899_roman.txt
1848,225,5,титул,сдвну_ТИТУЛ_нуосс,"точно испуганные тараканы, угрюмые люди, не успевшие освежить сном свои мускулы. В холодном сумраке ",word,rus_fiction_gorky_mat_1906_roman.txt
1849,5116,5,свист,инони_СВИСТ_уголк,"считали все изменения способными только увеличить гнет.
   От людей, которые говорили новое, слобожа",word,rus_fiction_gorky_mat_1906_roman.txt
1850,11643,5,пивом,бнмжо_ПИВОМ_бдпво,"побоев. Избегая встречсотцом, он мало бывал дома последнее время, отвык от материитеперь, постепенно",word,rus_fiction_gorky_mat_1906_roman.txt
1851,20954,5,оперу,жтхдс_ОПЕРУ_апудн,"она, перебивая его речь.
   -- Учиться, а потом -- учить других. Нам, рабочим, надо учиться. Мы долж",word,rus_fiction_gorky_mat_1906_roman.txt
1852,45967,5,оного,тдгог_ОНОГО_ввбкт,"особенным -- на ""о"" -- говорком. Он вообще весь был какой-то далекий. Рассказывал онопростых вещах -",word,rus_fiction_gorky_mat_1906_roman.txt
1853,53132,5,икону,оччтв_ИКОНУ_уучив,"из книг, озабоченные, не успевшие умыться. Ужиналиипили чайскнижкамивруках, и все более непонятны дл",word,rus_fiction_gorky_mat_1906_roman.txt
1854,57261,5,несла,пзпмв_НЕСЛА_впипб,"на его строгое лицо.
   -- А вы -- поучите их! Позвали бы которых поумнеексебе...
   -- Это неудобно",word,rus_fiction_gorky_mat_1906_roman.txt
