start_pos,n_gram_size,word,vicinity,neighbour,context,level,author_id,text_name,url
108268,6,относу,вовле_ОТНОСУ_учету,учету,"ожидала там неприятность; он с ужасом узнал, что",word,ebers_g,text_1890_josua,http://az.lib.ru/e/ebers_g/text_1890_josua.shtml
31748,6,список,яжнпз_СПИСОК_черпн,черпну,"солнца пришел и Селевк, отец Коринны, чтобы еще ",word,ebers_g,text_1892_per_aspera,http://az.lib.ru/e/ebers_g/text_1892_per_aspera.shtml
31786,6,черпну,писок_ЧЕРПНУ_дэсмп,список,чтобы еще раз посмотреть на умершую дочь. Этот,word,ebers_g,text_1892_per_aspera,http://az.lib.ru/e/ebers_g/text_1892_per_aspera.shtml
728693,6,запеве,видно_ЗАПЕВЕ_ботод,видно,Запыхавшийся Аргутис помог ей выйти; ему было очень,word,ebers_g,text_1892_per_aspera,http://az.lib.ru/e/ebers_g/text_1892_per_aspera.shtml
103841,7,опенком,бопае_ОПЕНКОМ_пассу,пассу,"очень понравилось его название, которое означает ""Мирный приют"". Ар",word,ebers_g,text_1893_kleopatra,http://az.lib.ru/e/ebers_g/text_1893_kleopatra.shtml
157287,6,вписке,оосбг_ВПИСКЕ_стоки,стоки,"въ пламени и страдать, когда ему стоитъ тол",word,ebers_g,text_1896_im_blauen_hecht-oldorfo,http://az.lib.ru/e/ebers_g/text_1896_im_blauen_hecht-oldorfo.shtml
136091,6,кокнув,тисов_КОКНУВ_фбпвс,тисов,"Куръ. Однако, когда настало утро, вся ферма была",word,edwards_a,text_1865_half_a_million_of_money-oldorfo,http://az.lib.ru/e/edwards_a/text_1865_half_a_million_of_money-oldorfo.shtml
213540,6,сводит,ооднф_СВОДИТ_окиси,окиси,сводить в образ движения . <Иное толкование отправного,word,ejzenshtejn_s_m,text_1937_montazh,http://az.lib.ru/e/ejzenshtejn_s_m/text_1937_montazh.shtml
1373,6,вонами,нннвв_ВОНАМИ_тапир,тапир," Вопрос идет о том, что могло быть сделано, и при этом сделано только кинематографом. О том специфическом и неповторимом, что только средствами кинематографа можно сотворить и создать. Не до конца еще решена проблема синтеза искусств, которые стремятся к своему полному и органическому слиянию в лоне кинематографа. А между тем на нас уже наступают все новые и новые проблемы. Мы только что окончательно овладели техникой цвета, как перед нами уже стоят новые проблемы объема и пространства, которые обрушивает выходящее из пеленок стереокино. И вот перед нами как реальность стоит живая жизнь в чуде телевидения, уже готовая взорвать еще не до конца освоенное и осознанное опытом немого и звукового кинематографа. Там монта",sentence,ejzenshtejn_s_m,text_1946_ot_avtora,http://az.lib.ru/e/ejzenshtejn_s_m/text_1946_ot_avtora.shtml
5830,6,всунул,четок_ВСУНУЛ_зтчмл,четок,"возможно скорѣе уйдетъ. ""Не угарно ли?"" значитъ то",word,ekaterina_w,text_0150oldorfo,http://az.lib.ru/e/ekaterina_w/text_0150oldorfo.shtml
118823,6,авансе,стаде_АВАНСЕ_аасак,стаде," Аполлону, какъ своихъ ушей, а на частныя пожертвованія въ бѣдной Шевыряловкѣ нечего и разсчитывать. Въ другое время, можетъ быть, и нашлись бы благотворители, но теперь всѣ, видимо, увлечены новымъ проектомъ, на который идутъ съ такой охотой, что готовы отдать важную статью своего общественнаго бюджета, доселѣ являвшуюся хорошей затычкой при сборѣ податей, и о. Аполлонъ ""остался на бобахъ"". Но воображеніе о. Сосипатра простиралось далѣе. Если бы о. Аполлонъ,",sentence,eleonskij_s,text_1902_neizrechenny_svet_oldorfo,http://az.lib.ru/e/eleonskij_s/text_1902_neizrechenny_svet_oldorfo.shtml
1183730,6,усвоив,свист_УСВОИВ_вуксо,свист,убѣжища самымъ внезапнымъ образомъ. И въ воскресень,word,eliot_d,text_1859_adam_bede-oldorfo,http://az.lib.ru/e/eliot_d/text_1859_adam_bede-oldorfo.shtml
1041365,6,програ,отчие_ПРОГРА_вэиги,отчие,приходилось разглашать о грустной роли Артура въ этой ис,word,eliot_d,text_1859_adam_bede_shishmareva-oldorfo,http://az.lib.ru/e/eliot_d/text_1859_adam_bede_shishmareva-oldorfo.shtml
574266,6,линком,клине_ЛИНКОМ_бпсвт,клине,"личный интересъ, на который онъ могъ бы положит",word,eliot_d,text_1866_felix_holt_the_radical_bokram-oldorfo,http://az.lib.ru/e/eliot_d/text_1866_felix_holt_the_radical_bokram-oldorfo.shtml
574266,6,линком,клине_ЛИНКОМ_бпсвт,клине,"личный интересъ, на который онъ могъ бы положит",word,eliot_d,http://az.lib.ru/e/eliot_d/text_1866_felix_holt_the_radical_bokram-oldorfo,http://az.lib.ru/e/eliot_d/text_1866_felix_holt_the_radical_bokram-oldorfo.shtml
37670,6,бикини,гэнсп_БИКИНИ_придв,придв,"блистаютъ имъ кстати и некстати, и пока разсу",word,eliseew_g_z,text_1881_01_obozrenie_oldorfo,http://az.lib.ru/e/eliseew_g_z/text_1881_01_obozrenie_oldorfo.shtml
54693,6,сулило,иписм_СУЛИЛО_поэта,поэта,"ставшего, увы, лишь игрушкой Люцифера. Однако последоват",word,ellis,text_1914_teosofia_pered_sudom_kultury,http://az.lib.ru/e/ellis/text_1914_teosofia_pered_sudom_kultury.shtml
79031,6,присев,кропи_ПРИСЕВ_всктн,кропи,"полузадушенный руками индейца, сжимавшего его во время скач",word,emar_g,text_2-1858_le_chercheur_de_pistes,http://az.lib.ru/e/emar_g/text_2-1858_le_chercheur_de_pistes.shtml
1992,6,тисков,убрав_ТИСКОВ_дчкдо,убрав,"том истинном смысле, когда однажды возникающие дружеские ",word,emar_g,text_1864_le_c339ur_de_pierre,http://az.lib.ru/e/emar_g/text_1864_le_c339ur_de_pierre.shtml
260585,6,постор,розов_ПОСТОР_пнспм,розов," Произошло минутное колебание. Оливье воспользовался этой минутой, чтобы броситься между неприятелями, и, приставив винтовку прикладом к земле, сказал: -- Капитан Том Митчелл, я требую от вас слова, ручающегося за безопасность жизни моих товарищей, и ручаюсь вам таким же словом за безопасность вашу и ваших друзей до тех пор, пока мы сообща не уладим этот вопрос миролюбиво. Согласны ли вы? -- Тем более согласен, что ответственность за все, что бы ни случилось, никак не падает на меня. Отступите и опустите ружья, -- закричал он разбойникам, -- и ни с места до моего приказания! Разбойники отступили и опустили ружья. -- Пусть ",sentence,emar_g,text_1868_les_outlaws_du_missouri,http://az.lib.ru/e/emar_g/text_1868_les_outlaws_du_missouri.shtml
314061,6,синкоп,непон_СИНКОП_зчовб,непон,"сюртук и направился к окну. Первое, за что он ",word,emar_g,text_1873_les_aventures_de_michel_hartmann-2,http://az.lib.ru/e/emar_g/text_1873_les_aventures_de_michel_hartmann-2.shtml
51762,6,опоите,сидок_ОПОИТЕ_зспеп,сидок,"она подвергалась от ирокезов, тащивших ее за собой п",word,emar_g,text_1882_le_souriquet,http://az.lib.ru/e/emar_g/text_1882_le_souriquet.shtml
485811,6,внуков,сооек_ВНУКОВ_ковки,ковки,"в надежде узнать, кто она. В кармане ок",word,emar_g,text_1882_zazhivo-pogrebennaya,http://az.lib.ru/e/emar_g/text_1882_zazhivo-pogrebennaya.shtml
216607,6,боссов,строе_БОССОВ_ссвмт,строе,более обогатил свои сведения о верхушке северной с,word,engelxgardt_n_a,text_0040,http://az.lib.ru/e/engelxgardt_n_a/text_0040.shtml
639355,6,кариес,белуг_КАРИЕС_дтопн,белуг,"Калиостроса, а равно и его супруги достаточно",word,engelxgardt_n_a,text_0040,http://az.lib.ru/e/engelxgardt_n_a/text_0040.shtml
89193,6,списки,псари_СПИСКИ_иусич,псари,"старшее поколѣніе, или стремленіе къ идеалу, или угрызе",word,ensti_f,text_1896_pocket_ibsen-oldorfo,http://az.lib.ru/e/ensti_f/text_1896_pocket_ibsen-oldorfo.shtml
171592,6,висите,вброд_ВИСИТЕ_днвск,вброд,волшебныхъ и странныхъ. И тянулись его дни. Нѣско,word,ertelx_a_i,text_1886_mineralnye_vody_oldorfo,http://az.lib.ru/e/ertelx_a_i/text_1886_mineralnye_vody_oldorfo.shtml
207388,6,обноса,иссоп_ОБНОСА_счпеч,иссоп,"она была не обыкновенной соломой, а сторновкой",word,ertelx_a_i,text_0040,http://az.lib.ru/e/ertelx_a_i/text_0040.shtml
86834,6,сводов,оэцте_СВОДОВ_зорок,зорок,"совокупность всех отдельных духовных обществ, взяла за образец",word,erwe_g,text_193_histoire_de_la_france_et_de_leurope,http://az.lib.ru/e/erwe_g/text_193_histoire_de_la_france_et_de_leurope.shtml
3389,6,лимбов,слспк_ЛИМБОВ_консе,консе,"Ленинград, 1927). И многими было оно воспринято, как отклик",word,esenin_s_a,text_1925_volpin_vosp,http://az.lib.ru/e/esenin_s_a/text_1925_volpin_vosp.shtml
96473,7,просвир,совки_ПРОСВИР_пркпо,совки,"примыкал Ричард Олдингтон, ставший впоследствии известным романистом.) Первым рус",word,esenin_s_a,text_0520,http://az.lib.ru/e/esenin_s_a/text_0520.shtml
900,6,окнами,приди_ОКНАМИ_нннои,приди,"отложить книжку надолго, а может и навсегда. ",word,esenin_s_a,text_1951_trubetzkoy,http://az.lib.ru/e/esenin_s_a/text_1951_trubetzkoy.shtml
41418,6,препод,гонги_ПРЕПОД_нвтои,гонги,протянул руку Егору. -- Поздороваться охота: давно не видалис,word,ewdokimow_i_w,text_1925_kolokola,http://az.lib.ru/e/ewdokimow_i_w/text_1925_kolokola.shtml
3027,6,апиоид,монот_АПИОИД_иадмп,монот," А теперь, когда он изобразил собою дурака, они объявили его поэтом. Прокурор был прав: молодой человек сделал себе карьеру. И в салонах, и в концертных залах, и на больших сценах, и маленьких -- везде он стал читать свои стихи. Он вытягивал губы наподобие рыбьего рта, чавкал так, как, он думал, должны чавкать карпы, и начинал: Бледнея тускло-бледным телом, Немой мертвей в тумане белом Лежал в пруду оцепенелом... И да будет известно, что его коллеги отнюдь ничего не преувеличили -- ни секретарь, ни асессоры, ни оба мировые судьи ни прокурор! Да будет известно, что его оценили всюду, и хвалили его, и приветствовали, и аплодировали ему во всех немецких городах. И драмати",sentence,ewers_g_g,text_06_die_wasserleiche,http://az.lib.ru/e/ewers_g_g/text_06_die_wasserleiche.shtml
55324,6,вояжам,онакс_ВОЯЖАМ_синод,синод," Ведь ничтожный повод, и 1180 Там, в Аргосе, в кругу осиротелых Сестер ее и матери - тебя Прием, достойный дела, встретить может... О нет, богами заклинаю, царь, Не зарождай виною злодеянья!.. ""Я жрец, - ты говоришь, - а не палач"". Жрец, а какой, скажи, Атрид, молитвой Благословенье призывать на нож Ты думаешь, подъятый на ребенка, На плоть и кровь свою, Агамемнон? А я? могла бы я с тобой молиться? С убийцею",sentence,ewripid,text_0190,http://az.lib.ru/e/ewripid/text_0190.shtml
450772,6,месиве,делик_МЕСИВЕ_зхпиб,делик,милые его сердцу; и виделись ему зеленые хо,word,farrar_f_w,text_1891_darkness_and_dawn,http://az.lib.ru/f/farrar_f_w/text_1891_darkness_and_dawn.shtml
166593,6,опроки,бкожв_ОПРОКИ_дивим,дивим,"они под различной окраской, которую им дают их во",word,farrer_k,text_1905_les_civilises,http://az.lib.ru/f/farrer_k/text_1905_les_civilises.shtml
96261,6,попика,ивмао_ПОПИКА_виним,виним,"питают озеро (прямо или косвенно), а выбегающий",word,fausek_w_a,text_1891_na_dalekom_severe,http://az.lib.ru/f/fausek_w_a/text_1891_na_dalekom_severe.shtml
5642,6,сносно,ежгро_СНОСНО_ринит,ринит,"созданы на общей с ними основе, родственны",word,fedotow_p_a,text_0010,http://az.lib.ru/f/fedotow_p_a/text_0010.shtml
1965,6,сносов,спири_СНОСОВ_ткксн,спири,"справедливости, не отдавая себе отчета в том, какое",word,fejhtwanger_l,text_1972_about,http://az.lib.ru/f/fejhtwanger_l/text_1972_about.shtml
585448,6,снопик,ленил_СНОПИК_тжцуе,ленил,с ним одним путем и к той же цел,word,fenelon_f,text_1694_telemaque,http://az.lib.ru/f/fenelon_f/text_1694_telemaque.shtml
5585,6,сбавки,пвпно_СБАВКИ_тимин,тимин,"себя бѣгущую, Агриппина восклицаетъ: ""какъ! и ты измѣняе",word,fenelon_f,text_1813_o_drevnih_istorikah-oldorfo,http://az.lib.ru/f/fenelon_f/text_1813_o_drevnih_istorikah-oldorfo.shtml
455610,6,советн,посов_СОВЕТН_бсвтм,посов,"слезы, опустила вуальку. Ей так нужны были силы!",word,ferber_e,text_1926_show_boat,http://az.lib.ru/f/ferber_e/text_1926_show_boat.shtml
245901,6,ежиное,лоскм_ЕЖИНОЕ_повет,повет,его жестокость и неблагодарность относительно ея. Почему онъ,word,fere_o,text_1875_le_medecin_confesseurs-oldorfo,http://az.lib.ru/f/fere_o/text_1875_le_medecin_confesseurs-oldorfo.shtml
340459,6,гуманн,понев_ГУМАНН_тэнрв,понев,"голосом. -- Убейте меня, Антонио, но не трогайте э",word,ferri_g,text_0020,http://az.lib.ru/f/ferri_g/text_0020.shtml
358851,6,аридов,сдопб_АРИДОВ_бузит,бузит,а равно и две от второго были уже з,word,fet_a_a,text_0170,http://az.lib.ru/f/fet_a_a/text_0170.shtml
497337,7,самбист,всепо_САМБИСТ_знвпс,всепо,"Страхов (а может быть, и С. Толстая) знал не вс",word,fet_a_a,text_0210,http://az.lib.ru/f/fet_a_a/text_0210.shtml
254561,6,резиде,чеиие_РЕЗИДЕ_ободе,ободе,"рода, его заслуги, и данные ему от Бога об",word,filaret,text_1857_nachertanie,http://az.lib.ru/f/filaret/text_1857_nachertanie.shtml
147812,6,покрои,кбвчс_ПОКРОИ_испив,испив,повествования относятся к разделению отверженного и избранного,word,filaret,text_1867_bytie,http://az.lib.ru/f/filaret/text_1867_bytie.shtml
163306,6,оксиос,пнсос_ОКСИОС_попои,попои,"обвинение к себе, и определяет следующие предметы о",word,filaret,text_1899_sobranie_mnenii,http://az.lib.ru/f/filaret/text_1899_sobranie_mnenii.shtml
351981,6,просит,итчбг_ПРОСИТ_скосу,скосу,прочитать резолюцию о святотатстве из Троицкого собора. Ко,word,filaret,text_1849_pisma,http://az.lib.ru/f/filaret/text_1849_pisma.shtml
118610,6,коптов,внвтс_КОПТОВ_сопки,сопки,"как он предполагал. Тогда он, в свою очере",word,filding_g,text_0030-1,http://az.lib.ru/f/filding_g/text_0030-1.shtml
6695,6,скусив,клипе_СКУСИВ_сфтеп,клипе,"способы к удовлетворительному содержанию, ибо В. С. Филимон",word,filimonow_w_s,text_0050,http://az.lib.ru/f/filimonow_w_s/text_0050.shtml
74136,6,вклеен,слоев_ВКЛЕЕН_ппувп,слоев,"в какой-либо ереси? Если нет, пусть пись",word,filippow_m_m,text_1891_jan_guz,http://az.lib.ru/f/filippow_m_m/text_1891_jan_guz.shtml
73605,6,опроси,витик_ОПРОСИ_коици,витик,"он придумывает разные оптические снаряды, из которых од",word,filippow_m_m,text_1893_leibnitz,http://az.lib.ru/f/filippow_m_m/text_1893_leibnitz.shtml
612512,6,ревнив,вилку_РЕВНИВ_куинв,вилку,"ребенка. Ему все нравилось, и все казалось у",word,filosofow_d_w,http://az.lib.ru/a/arcybashew_m_p/text_0020,http://az.lib.ru/a/arcybashew_m_p/text_0020.shtml
60200,6,скипов,чурок_СКИПОВ_упоои,чурок,столу. Кушаетъ и пьетъ онъ весьма умѣренно. ,word,firsow_n_n,text_1895_papa_lev_oldorfo,http://az.lib.ru/f/firsow_n_n/text_1895_papa_lev_oldorfo.shtml
21023,6,болтик,купол_БОЛТИК_кстпи,купол,"бланокъ открытыхъ листовъ, 27 талоновъ и 10 квитанцій казначейск",word,firsow_nikolaj_nikolaewich,text_1880_iz_letopisey_oldorfo,http://az.lib.ru/f/firsow_nikolaj_nikolaewich/text_1880_iz_letopisey_oldorfo.shtml
26804,7,относом,отвис_ОТНОСОМ_ясвсж,отвис,"Он, тайны не открыв, сокрылся от меня. Я сам в см",word,fonwizin_d_i,text_0150,http://az.lib.ru/f/fonwizin_d_i/text_0150.shtml
182949,6,доспит,жнпдс_ДОСПИТ_пенсо,пенсом,думать о своемъ положеніи и тотчасъ поднимаютъ,word,fotergillx_d,text_1879_probation-oldorfo,http://az.lib.ru/f/fotergillx_d/text_1879_probation-oldorfo.shtml
182985,6,пенсом,оспит_ПЕНСОМ_бучэс,доспит,поднимаютъ ее на смѣхъ. Одно можетъ быть утѣше,word,fotergillx_d,text_1879_probation-oldorfo,http://az.lib.ru/f/fotergillx_d/text_1879_probation-oldorfo.shtml
51969,6,конник,нацио_КОННИК_нвэсв,нацио,к основанной на них идее культуры. Но в этой ,word,frank_s_l,text_1909_etika_nigilizma,http://az.lib.ru/f/frank_s_l/text_1909_etika_nigilizma.shtml
94705,6,мостов,бепид_МОСТОВ_стено,стено,мыслиться обладающим совокупностью точно определенных в себе -- т.,word,frank_s_l,text_1939_nepostizhimoe,http://az.lib.ru/f/frank_s_l/text_1939_nepostizhimoe.shtml
396355,6,воспет,тоник_ВОСПЕТ_чвпоп,тоник,"всему остальному сюда привходит еще то, что -- в п",word,frank_s_l,text_1939_nepostizhimoe,http://az.lib.ru/f/frank_s_l/text_1939_nepostizhimoe.shtml
619313,6,изводи,окоис_ИЗВОДИ_армии,армии,и значимость. В области духовной и абсолютной,word,frank_s_l,text_1939_nepostizhimoe,http://az.lib.ru/f/frank_s_l/text_1939_nepostizhimoe.shtml
275399,6,овчину,пэдон_ОВЧИНУ_аисте,аисте,"органами внешних чувств и не умом, а именно """,word,frank_s_l,text_1949_realnost_i_chelovek,http://az.lib.ru/f/frank_s_l/text_1949_realnost_i_chelovek.shtml
632,6,спидол,вопро_СПИДОЛ_iчхрк,вопро, С.-ПЕТЕРБУРГЪ. Изданіе М. Д. Орѣховъ. Лесихины домочадцы. I. Чудесн,sentence,franko_i_j,text_1876_01_lesihina_semya_oldorfo,http://az.lib.ru/f/franko_i_j/text_1876_01_lesihina_semya_oldorfo.shtml
626,6,спидол,вопро_СПИДОЛ_ргкмо,вопро, С.-ПЕТЕРБУРГЪ. Изданіе М. Д. Орѣховъ. Лѣса и пастбища. РАЗСКАЗЪ ,sentence,franko_i_j,text_1876_15_lesa_oldorfo,http://az.lib.ru/f/franko_i_j/text_1876_15_lesa_oldorfo.shtml
11203,6,вперит,еавкм_ВПЕРИТ_серсо,серсо,въ потьмахъ его растирали и только слышали ег,word,franko_i_j,text_1876_19_k_svetu_oldorfo,http://az.lib.ru/f/franko_i_j/text_1876_19_k_svetu_oldorfo.shtml
115324,6,ожинок,говет_ОЖИНОК_пкегк,говет,"от жгучих и нежных объятий, которые, приближая ",word,frans_a,text_1901_monsieur_bergeret_a_paris,http://az.lib.ru/f/frans_a/text_1901_monsieur_bergeret_a_paris.shtml
239784,6,пискле,тлспо_ПИСКЛЕ_лепки,лепки,"поэзии и сивиллиных книг... лже-Енох, лже-Ездра,",word,frans_a,text_1901_monsieur_bergeret_a_paris,http://az.lib.ru/f/frans_a/text_1901_monsieur_bergeret_a_paris.shtml
958719,6,датчан,ссипе_ДАТЧАН_мумии,мумии,"дальше афинской, так что афиняне не могли уже ",word,fukidid,text_1915_istoria,http://az.lib.ru/f/fukidid/text_1915_istoria.shtml
110109,6,диполи,резне_ДИПОЛИ_вдтчо,резне," докторъ"", то сильная боль сердца отуманила-бы, можетъ быть, его зрѣніе, потому что онъ подмѣтилъ, увидѣлъ и по глазамъ, и по нечаянно вылетѣвшимъ вздохамъ изъ груди и по нервическому подергиванію ея губъ, что въ душѣ молодой дѣвушки забушевало какое-то чувство, что она силилась овладѣть собой и, наконецъ, все-таки не выдержала, потому что вдругъ протянула ему обѣ руки... И когда онъ тихо подалъ ей свою правую руку, то почувствовалъ, какъ тонкіе пальчики крѣпко охватили ее, причемъ губы Камиллы какъ-то болѣзненно дрогнули и она почти шопотомъ, прерывающимся голосомъ, проговорила: ""Простите меня, господинъ докторъ! Простите""!... Обратившись съ этими словами къ доктору, Камилла такимъ образомъ, прямо созналась въ томъ, что какъ она, такъ и Венкгеймъ поиграли съ нимъ; а потому Дюрингъ разомъ ощутилъ въ себѣ достаточно силы и храбрости, чтобы устоять противъ обаянія ея чудныхъ глазъ, очаровательныхъ звуковъ прелестнаго голоса, словомъ -- устоять противъ этой женщины, этого совершеннаго существа, преисполненнаго гармоніи, которое онъ уже любилъ несказанно, а теперь... любилъ еще больше!.. И вотъ, онъ гордо выпрямился и проговорилъ любезнымъ, но холоднымъ тономъ, освобождая тихо свою правую руку: -- Почему же мнѣ и не простить вамъ эту маленькую, невинную игру со мной? Вы часа н",sentence,gaklender_f,text_1874_eto_byla_igra-oldorfo,http://az.lib.ru/g/gaklender_f/text_1874_eto_byla_igra-oldorfo.shtml
918714,6,лососи,мниси_ЛОСОСИ_оберн,оберн,лазутчикомъ. Онъ служилъ обѣимъ сторонамъ и обѣ были е,word,gamerling_r,text_1869_aspasia-oldorfo,http://az.lib.ru/g/gamerling_r/text_1869_aspasia-oldorfo.shtml
313488,6,ничком,куауд_НИЧКОМ_чижик,чижик,"нового и чудесного, когда он мог черпать из",word,gamerling_r,text_1876_aspasia,http://az.lib.ru/g/gamerling_r/text_1876_aspasia.shtml
313521,6,чижика,ичком_ЧИЖИКА_нсфкс,ничком,"черпать из живого источника красоты Аспазии, но создани",word,gamerling_r,text_1876_aspasia,http://az.lib.ru/g/gamerling_r/text_1876_aspasia.shtml
436688,6,соперн,хбонн_СОПЕРН_пулом,пулом,сказала. Она протянула ему руку на прощанье. ,word,gamsun_k,text_1893_ny_jord_zhihareva,http://az.lib.ru/g/gamsun_k/text_1893_ny_jord_zhihareva.shtml
144275,6,кормов,свези_КОРМОВ_чвкнб,свези,"курили, онъ разсказываетъ мнѣ обо всемъ, что видѣлъ",word,gamsun_k,text_1894_pan_himona-oldorfo,http://az.lib.ru/g/gamsun_k/text_1894_pan_himona-oldorfo.shtml
94415,6,окотом,рчпин_ОКОТОМ_косок,косок," Он повернулся и посмотрел. К ним присоединился Фридрих, и теперь они все трое шли к нему навстречу. Он побежал назад, у него сердце ушло в пятки. Только бы они не заметили его. Они остановились, он слышал, как Фридрих сказал: -- Тише... Мне кажется, кто-то в лесу. -- Конечн",sentence,gamsun_k,text_1904_mechtatel,http://az.lib.ru/g/gamsun_k/text_1904_mechtatel.shtml
481921,6,пособи,ппдпд_ПОСОБИ_милки,милки,"пары остроносых сапог, они были из материи и ",word,gamsun_k,text_1923_siste_kapitel,http://az.lib.ru/g/gamsun_k/text_1923_siste_kapitel.shtml
123922,6,полечи,жилое_ПОЛЕЧИ_тсвэб,жилое,произведенія? Ослабилъ ли его чувства и творческую,word,gamsun_k,text_1889_fra_det_moderne_amerikas-oldorfo,http://az.lib.ru/g/gamsun_k/text_1889_fra_det_moderne_amerikas-oldorfo.shtml
123922,7,полечит,жилое_ПОЛЕЧИТ_свэбч,жилое,произведенія? Ослабилъ ли его чувства и творческую силу? Вопр,word,gamsun_k,text_1889_fra_det_moderne_amerikas-oldorfo,http://az.lib.ru/g/gamsun_k/text_1889_fra_det_moderne_amerikas-oldorfo.shtml
6893,6,жидово,голик_ЖИДОВО_нкосд,голик,женщин и дающие очень важные описания нравов к о,word,ganzen_p_g,text_esbe_datskiy_yazik_i_literatura,http://az.lib.ru/g/ganzen_p_g/text_esbe_datskiy_yazik_i_literatura.shtml
631930,6,мостик,опомн_МОСТИК_рэнрж,опомн,могли облегчить свой труд и коротким разговором,word,gardi_t,text_1891_tess_of_the_d-urbervilles_krivtzova,http://az.lib.ru/g/gardi_t/text_1891_tess_of_the_d-urbervilles_krivtzova.shtml
3003,6,учение,гпрлн_УЧЕНИЕ_идола,идола,"уверявшая, что ей не исполнилось еще и двадцати",word,garin_s_a,text_1917_dengi,http://az.lib.ru/g/garin_s_a/text_1917_dengi.shtml
200257,6,опусти,снсаз_ОПУСТИ_полис,полис,он пойдет уже самостоятельно. Так и поступили.,word,garinmihajlowskij_n,text_0050,http://az.lib.ru/g/garinmihajlowskij_n/text_0050.shtml
435260,6,росное,епуув_РОСНОЕ_сидон,сидон,"рассвете, он смотрел на окна ее спальни и ",word,garinmihajlowskij_n,text_0050,http://az.lib.ru/g/garinmihajlowskij_n/text_0050.shtml
204221,6,обивке,бонну_ОБИВКЕ_члзна,бонну,"Он бежал, и все казалось ему, что летит ",word,garinmihajlowskij_n,text_1894_derevenskie_panoramu,http://az.lib.ru/g/garinmihajlowskij_n/text_1894_derevenskie_panoramu.shtml
144565,6,кинину,опиши_КИНИНУ_ктвдк,опиши,"крыто, и никто и не узнал: кто там ви",word,garinmihajlowskij_n,text_1900_v_sutoloke,http://az.lib.ru/g/garinmihajlowskij_n/text_1900_v_sutoloke.shtml
321580,6,законн,плели_ЗАКОНН_нлесд,плели,"заискивающе, а когда он на ногах, на лице ег",word,garinmihajlowskij_n,text_1898_po_koree,http://az.lib.ru/g/garinmihajlowskij_n/text_1898_po_koree.shtml
16475,6,питием,манги_ПИТИЕМ_маисо,манги,"поклониться и тебе и ему, матушка Марья Алек",word,garinmihajlowskij_n,text_1892_pod_vecher,http://az.lib.ru/g/garinmihajlowskij_n/text_1892_pod_vecher.shtml
43199,6,сирота,точно_СИРОТА_еиагк,точно,Сейчас идет разговор о тебе. Ал<ександр> И,word,garinmihajlowskij_n,text_1906_letters,http://az.lib.ru/g/garinmihajlowskij_n/text_1906_letters.shtml
865410,6,мучном,кидоп_МУЧНОМ_писем,писем,Маркелову узнать что-нибудь о моем положении ,word,garshin_w_m,text_0370,http://az.lib.ru/g/garshin_w_m/text_0370.shtml
18807,6,почтен,эяксв_ПОЧТЕН_пупом,пупом,"подруга. Ой, что-то есть!.. Ну, поживём --",word,garsialorka_f,text_1934_yerma,http://az.lib.ru/g/garsialorka_f/text_1934_yerma.shtml
1457834,6,едоком,умном_ЕДОКОМ_пннзя,умном,"есть деньги, о которыхъ она, между прочимъ, н",word,gaskell_e,text_1866_wives_and_daughters-oldorfo,http://az.lib.ru/g/gaskell_e/text_1866_wives_and_daughters-oldorfo.shtml
9510,6,паутин,потух_ПАУТИН_едежу,потух,"похвать, а утки-то и нет: ее давно Е",word,gatcuk_w_a,text_41_divo-divnoe,http://az.lib.ru/g/gatcuk_w_a/text_41_divo-divnoe.shtml
9510,7,паутине,потух_ПАУТИНЕ_дежув,потух,"похвать, а утки-то и нет: ее давно Ермо",word,gatcuk_w_a,text_41_divo-divnoe,http://az.lib.ru/g/gatcuk_w_a/text_41_divo-divnoe.shtml
9284,6,псовом,звоне_ПСОВОМ_блбпж,звоне,привет с острова. В одно мгновение ближайшая ,word,gejerstam_g,text_1898_det_yttersta_skaret,http://az.lib.ru/g/gejerstam_g/text_1898_det_yttersta_skaret.shtml
301788,6,притом,писто_ПРИТОМ_сдзип,писто,протянуть руку -- и тогда образуется могущественный союзъ для ,word,gekker_o,text_1888_die_bruder_der_hansa-oldorfo,http://az.lib.ru/g/gekker_o/text_1888_die_bruder_der_hansa-oldorfo.shtml
286233,6,притом,писто_ПРИТОМ_сдзип,писто,протянуть руку - и тогда образуется могущественный союз для з,word,gekker_o,text_1888_die_bruder_der_hansa-sovrorfo,http://az.lib.ru/g/gekker_o/text_1888_die_bruder_der_hansa-sovrorfo.shtml
3895,6,обнову,пикни_ОБНОВУ_сднви,пикни,"обычаям, будучи на основании веры утвержденною, сохранилас",word,geograficheskie_i_i,text_1808_tenant,http://az.lib.ru/g/geograficheskie_i_i/text_1808_tenant.shtml
201507,6,влитом,смитк_ВЛИТОМ_пропс,пропс,"всегда, литераторы, идеалисты, теоретики, они мыслпю постигли р",word,gercen_a_i,text_0430,http://az.lib.ru/g/gercen_a_i/text_0430.shtml
53051,6,поедом,нитки_ПОЕДОМ_сспзи,нитки,"пишут; они, единственно для облегчения мыслей само собою",word,gercen_a_i,text_1846_kaprizy,http://az.lib.ru/g/gercen_a_i/text_1846_kaprizy.shtml
